MA_1_1,MA_1_2,MA_1_3,MA_1_4,MA_1_5,MA_1_6,MA_1_7,MA_1_8,MA_1_9,MA_1_10,MA_1_11,MA_2_1,MA_2_2,MA_2_3,MA_2_4,MA_2_5,MA_2_6,MA_2_7,MA_2_8,MA_2_9,MA_2_10,MA_2_11,GA_1,GA_2,GA_3,GA_4,GA_5,GA_6,GA_7,Age,Employment_1,Employment_2,Employment_3,Employment_4,Teacher,Educ_Attain,Parent,child35,child618,gender,ethnicity,race,collectiontype,id,Hopko_MA_mean,CG_MA_mean,scale1to10,generalanxiety,testanxiety,Fluency_Correct,MathFluency,BerlinNumeracy,ONET___STEM,Medianhouseholdincomedollars
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",22,,,,,,Some college,No,,,Woman,Non-Hispanic/Latino,Asian,2,958,1.0833333333,1.2727272727,0,2,-2,37,0.6164098292,2,,40238
Some anxiety,Low anxiety,High anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Moderate anxiety,Quite a bit of anxiety,High anxiety,Somewhat true of me,Generally true of me,Very true of me,Generally not true of me,Somewhat true of me,Generally true of me,Not true of me at all,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,24,,1,,1,No,Graduated from 2-year college,No,,,Woman,Non-Hispanic/Latino,Black or African American,1,283,2.75,3.4545454545,6,2,-2.25,46,0.9230275303,1,1,55914
Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,High anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Somewhat true of me,Not true of me at all,Not true of me at all,Not true of me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",32,,,1,,Yes,Completed graduate or professional school,Yes,No,No,Woman,Non-Hispanic/Latino,Black or African American,2,956,1.75,1.2727272727,1,2.1428571429,-3,16,0.2666488901,2,0,89415
Some anxiety,Moderate anxiety,Moderate anxiety,Some anxiety,Low anxiety,Some anxiety,Moderate anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Quite a bit of anxiety,Generally not true of me,Somewhat true of me,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",35,,,1,,No,Some college,No,,,Man,Non-Hispanic/Latino,White,1,523,2.4166666667,2.2727272727,7,2.1428571429,-2.75,26,0.4333116677,1,0,43889
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Moderate anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,31,,,1,,No,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,1,673,1.4166666667,1,0,1.1428571429,-4,48,0.8456212674,4,0,89420
Some anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Generally not true of me,Not true of me at all,Somewhat true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,51,,,1,,No,Completed graduate or professional school,Yes,No,Yes,Man,Non-Hispanic/Latino,White,2,953,1.5,1.6363636364,1,1,-4,27,0.449970002,3,1,92360
Some anxiety,Low anxiety,Some anxiety,Low anxiety,Moderate anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Moderate anxiety,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Somewhat true of me,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,25,,,,1,No,Graduated from 2-year college,Yes,Yes,Yes,Woman,Non-Hispanic/Latino,White,1,387,1.8333333333,1.9090909091,2,1.1428571429,-3.75,19,0.3164925957,1,0,41205
Low anxiety,Low anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Low anxiety,High anxiety,Low anxiety,Some anxiety,Some anxiety,High anxiety,Generally not true of me,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,Not true of me at all,Generally not true of me,Somewhat true of me,Not true of me at all,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me very much, or most of the time",Did not apply to me at all,29,,,,1,No,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,Black or African American,1,309,2.0833333333,1.8181818182,5,1.4285714286,-3.5,20,0.3333277779,2,1,42182
Some anxiety,Some anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Very true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,30,,,1,,No,Graduated high school or high school equivalent,No,,,Man,Hispanic/Latino,White,1,244,2.4166666667,3.9090909091,4,2.1428571429,-2,12,0.199960008,4,0,56607
Some anxiety,Low anxiety,Moderate anxiety,Some anxiety,High anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Somewhat true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,58,,,1,,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,820,2.1666666667,3.3636363636,7,1.1428571429,-3.5,20,0.3276862077,1,0,39853
Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,High anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Very true of me,Somewhat true of me,Very true of me,Very true of me,Very true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",45,,,1,,No,Completed graduate or professional school,Yes,No,Yes,Woman,Non-Hispanic/Latino,Black or African American,2,925,3.25,3.8181818182,4,2,-3,32,0.5321448764,1,0,29230
Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Very true of me,Generally true of me,Very true of me,Somewhat true of me,Very true of me,Generally true of me,Generally not true of me,Very true of me,Generally true of me,Generally true of me,Very true of me,"Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,35,,,1,,No,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,White,1,543,3.5833333333,4.1818181818,7,2,-2.75,30,0.4998250612,1,0,36732
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,33,,,1,,No,Graduated from 4-year college,No,,,Man,,White,1,830,1,1,0,1,-4,16,0.2625274833,1,0,36498
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",38,,,1,,No,Completed graduate or professional school,Yes,No,Yes,Man,Non-Hispanic/Latino,White,1,625,1.1666666667,1,2,1.2857142857,-4,37,0.6166358349,4,0,58354
Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,Not true of me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,41,,,,1,No,Graduated from 4-year college,Yes,Yes,Yes,Woman,Hispanic/Latino,White,1,650,2.25,1.4545454545,1,1.2857142857,-4,45,0.7499750008,1,1,60496
Quite a bit of anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Some anxiety,Somewhat true of me,Generally not true of me,Generally true of me,Generally not true of me,Generally true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Generally true of me,Somewhat true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",29,,,1,,No,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,1,758,2.8333333333,2.9090909091,6,2,-2.25,23,0.3767095242,1,0,67383
Moderate anxiety,Low anxiety,High anxiety,Some anxiety,Moderate anxiety,Low anxiety,High anxiety,Low anxiety,Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Somewhat true of me,Generally not true of me,Not true of me at all,Somewhat true of me,Generally true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally true of me,Generally true of me,Generally true of me,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",54,,,1,,No,Graduated from 4-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,532,2.75,2.8181818182,3,1.7142857143,-3.25,24,0.399860049,2,0,53633
Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,37,,,1,,No,Graduated high school or high school equivalent,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,361,1.8333333333,1.2727272727,2,1.1428571429,-3,38,0.6333122229,2,0,79903
Some anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,High anxiety,Quite a bit of anxiety,High anxiety,Quite a bit of anxiety,Some anxiety,High anxiety,High anxiety,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,Generally not true of me,Generally true of me,Generally true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",44,,1,,,,Graduated from 2-year college,No,,,Woman,Non-Hispanic/Latino,White,1,231,3.3333333333,3.8181818182,9,1.8571428571,-2,32,0.5332800053,1,,45591
Low anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Moderate anxiety,Some anxiety,Low anxiety,High anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,40,,,,1,No,Graduated high school or high school equivalent,No,,,Man,Non-Hispanic/Latino,White,1,573,2.1666666667,1.1818181818,2,1,-3.25,29,0.4832205819,1,0,94886
Quite a bit of anxiety,High anxiety,Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,High anxiety,Quite a bit of anxiety,High anxiety,Generally not true of me,Generally true of me,Generally not true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Very true of me,Very true of me,Somewhat true of me,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,22,,1,,,,Some college,No,,,Woman,Non-Hispanic/Latino,Black or African American,1,629,3.75,3.4545454545,8,1.4285714286,-2.25,21,0.3499825009,1,,54217
Some anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Some anxiety,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",53,,,,,,Some college,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,142,2.8333333333,3,5,2.1428571429,-3,33,0.5482638312,1,,36098
Some anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,Somewhat true of me,Not true of me at all,Generally not true of me,Generally not true of me,Not true of me at all,Somewhat true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,51,,,1,,No,Graduated from 2-year college,Yes,No,Yes,Man,Non-Hispanic/Latino,White,1,389,1.6666666667,1.9090909091,2,1.2857142857,-3.5,34,0.5666383347,2,1,45879
Quite a bit of anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Moderate anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally not true of me,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,28,,,,,,Graduated from 2-year college,No,,,Man,Non-Hispanic/Latino,White,1,359,1.9166666667,2.5454545455,4,1.4285714286,-3.25,41,0.6832991684,2,,53239
Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Somewhat true of me,Not true of me at all,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",37,,,,1,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,436,1.9166666667,2,2,1.8571428571,-3,48,0.7823578309,1,1,52751
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,35,,,,1,No,Graduated from 2-year college,Yes,Yes,Yes,Woman,Non-Hispanic/Latino,White,1,27,1.3333333333,1.1818181818,2,1.1428571429,-4,34,0.5666477784,2,0,42399
Some anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,High anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Low anxiety,Moderate anxiety,Quite a bit of anxiety,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Generally true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,28,,,,1,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,489,2.6666666667,3.2727272727,7,1.2857142857,-2.25,32,0.5332888926,1,0,44595
Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Somewhat true of me,Generally true of me,Generally not true of me,Generally not true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally not true of me,Generally not true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,43,,,,1,No,Graduated high school or high school equivalent,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,798,2.5,3.1818181818,6,1,-3.25,12,0.1935015722,4,0,66550
High anxiety,High anxiety,High anxiety,High anxiety,High anxiety,High anxiety,High anxiety,High anxiety,High anxiety,Quite a bit of anxiety,High anxiety,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Very true of me,Very true of me,Generally true of me,Generally true of me,Very true of me,Very true of me,"Applied to me to some degree, or some of the time","Applied to me very much, or most of the time","Applied to me very much, or most of the time","Applied to me very much, or most of the time","Applied to me very much, or most of the time","Applied to me very much, or most of the time","Applied to me very much, or most of the time",43,,1,,,,Graduated high school or high school equivalent,Yes,No,Yes,Woman,Hispanic/Latino,White,1,702,4.8333333333,4.4545454545,8,3.7142857143,-1,17,0.2780640202,1,,60760
Quite a bit of anxiety,High anxiety,Quite a bit of anxiety,Low anxiety,Moderate anxiety,High anxiety,High anxiety,High anxiety,Some anxiety,High anxiety,High anxiety,Generally not true of me,Not true of me at all,Somewhat true of me,Not true of me at all,Generally true of me,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,Generally true of me,Somewhat true of me,Did not apply to me at all,"Applied to me very much, or most of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me very much, or most of the time",44,,,1,,No,Attended graduate or professional school without graduating,Yes,No,No,Woman,Non-Hispanic/Latino,Black or African American,1,261,4.0833333333,2.2727272727,8,2.1428571429,-1.75,32,0.5332977801,1,0,45948
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,34,,,1,,No,Completed graduate or professional school,Yes,No,Yes,Man,Non-Hispanic/Latino,White,2,967,1,1,0,1.1428571429,-4,36,0.5999800007,4,1,26473
Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Low anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Generally not true of me,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",28,,,1,,No,Graduated from 2-year college,No,,,Woman,Non-Hispanic/Latino,White,1,267,2,2.4545454545,9,2.4285714286,-2.5,28,0.4666355576,1,0,41587
Moderate anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Somewhat true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,36,,,1,,No,Graduated high school or high school equivalent,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,131,2.75,4,8,1.1428571429,-3,46,0.766615559,1,1,46907
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,35,,,1,,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,783,1,1,0,1,-4,40,0.6587832274,4,1,66135
Low anxiety,Low anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,58,,,1,,No,Completed graduate or professional school,No,,,Woman,Non-Hispanic/Latino,White,2,998,1.75,2.4545454545,2,1.1428571429,-3.75,17,0.2793020734,4,1,65309
Some anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Low anxiety,Quite a bit of anxiety,Moderate anxiety,Not true of me at all,Generally not true of me,Generally not true of me,Generally true of me,Somewhat true of me,Not true of me at all,Somewhat true of me,Generally true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,25,,,,1,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,793,1.9166666667,2.5454545455,3,1.5714285714,-3,47,0.8076156437,4,0,45987
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Quite a bit of anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Generally true of me,Not true of me at all,Very true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,25,,1,,,,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,607,1.6666666667,2.2727272727,4,1.1428571429,-1.75,22,0.3666605557,3,,77105
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Generally not true of me,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,Generally not true of me,Not true of me at all,Generally not true of me,Somewhat true of me,Generally not true of me,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,35,,,1,,No,Graduated from 2-year college,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,544,1.1666666667,1.8181818182,1,1,-4,33,0.5499816673,4,0,81424
